slot_id,zone,slot_type,distance_m,walking_time_min,parking_fee,occupancy,availability,distance_destination_m,traffic_level,weather,ev_charging,reserved,recommended
S026,A,Standard,721,11.86,50,83,0,1081,Low,Cloudy,0,0,0
S068,C,EV,293,4.93,100,74,0,797,Medium,Clear,1,0,0
S019,D,Standard,976,16.47,100,20,1,90,High,Clear,0,0,0
S084,D,Standard,66,1.0,100,58,1,806,High,Rain,0,0,0
S097,D,Compact,161,2.76,50,93,0,162,Low,Clear,0,0,0
S020,C,Compact,664,10.83,50,37,1,817,Medium,Clear,0,0,0
S012,D,Standard,875,15.2,40,31,1,903,Low,Clear,0,0,0
S047,C,EV,647,10.72,10,93,1,127,Low,Rain,1,0,1
S001,B,Standard,596,9.72,60,56,1,768,Medium,Clear,1,0,0
S090,A,Compact,79,1.57,20,89,1,927,High,Clear,0,0,1
S014,A,Standard,241,4.16,10,75,1,451,Low,Clear,0,0,1
S064,C,Compact,486,8.37,40,34,1,882,Low,Cloudy,0,0,1
S038,B,Standard,228,4.37,80,100,1,113,Medium,Clear,1,0,1
S037,C,Standard,665,10.91,80,76,1,701,High,Cloudy,0,0,0
S011,B,Standard,726,12.62,50,96,1,935,Medium,Clear,0,0,0
S100,D,Large,523,9.28,80,41,1,1115,Low,Cloudy,0,0,0
S077,B,Standard,683,11.15,40,26,0,422,High,Cloudy,0,1,0
S003,B,Compact,183,2.85,60,49,0,355,High,Cloudy,1,0,0
S033,B,Large,851,14.2,60,93,1,258,Medium,Cloudy,0,1,0
S006,A,Standard,361,5.96,40,39,0,516,High,Clear,0,0,0
S050,B,Standard,785,13.6,80,68,0,981,Medium,Rain,0,0,0
S010,D,Standard,74,1.0,10,37,0,696,Low,Cloudy,0,0,0
S005,D,Compact,420,7.07,20,56,1,411,Low,Clear,0,0,1
S023,D,Standard,574,9.34,30,32,0,770,Medium,Clear,0,0,0
S010,B,Standard,368,6.17,30,92,0,765,High,Cloudy,0,0,0
S044,C,Compact,279,5.29,60,66,1,592,High,Clear,1,0,0
S002,C,Compact,151,3.06,20,98,1,243,Low,Clear,0,0,1
S013,D,Standard,499,8.43,50,97,1,701,Low,Rain,1,0,0
S040,A,Standard,427,7.31,40,10,0,1100,High,Clear,0,0,0
S002,C,Large,937,15.76,80,38,1,1119,Medium,Clear,0,0,0
S084,B,EV,950,15.74,50,59,1,696,Low,Cloudy,1,0,0
S065,C,Large,252,4.77,60,73,1,1003,Medium,Rain,1,0,0
S063,D,Compact,316,5.66,100,90,0,1131,Low,Clear,0,0,0
S073,A,Standard,511,8.59,40,84,1,1086,High,Cloudy,0,0,0
S017,C,Standard,414,6.83,30,46,1,998,High,Clear,0,0,0
S009,C,Standard,783,13.0,100,70,1,1010,High,Clear,1,0,0
S075,D,Standard,153,2.65,60,16,1,98,Low,Rain,0,1,0
S015,A,Compact,160,2.66,60,99,1,852,High,Cloudy,0,0,0
S024,A,Standard,477,8.29,20,96,1,1167,Medium,Cloudy,0,0,0
S038,D,Standard,518,8.78,10,73,1,656,Low,Rain,0,0,1
S035,B,EV,630,10.21,60,27,0,59,Medium,Cloudy,1,0,0
S094,C,Standard,919,14.97,10,38,1,723,High,Clear,0,0,0
S095,B,Standard,819,13.95,20,69,1,775,Medium,Clear,0,0,0
S049,C,Standard,729,11.8,60,63,1,565,Low,Cloudy,0,0,0
S069,C,Compact,854,14.13,100,81,0,273,High,Cloudy,0,0,0
S062,B,Compact,935,15.45,80,30,0,252,Low,Clear,1,0,0
S060,D,Standard,610,9.8,60,30,1,991,High,Cloudy,0,1,0
S050,D,Standard,299,5.08,100,67,1,638,Medium,Cloudy,0,0,0
S078,C,Large,531,8.81,100,58,1,620,Medium,Rain,0,0,0
S075,D,Large,380,6.14,30,45,1,1006,Medium,Cloudy,0,0,0
S009,C,EV,981,16.98,40,26,0,245,Low,Clear,1,1,0
S034,D,Large,636,9.87,100,89,1,467,High,Clear,0,0,0
S076,C,Compact,250,3.91,80,62,1,58,Low,Cloudy,0,0,1
S099,D,Standard,503,8.21,10,24,1,581,Medium,Clear,0,0,1
S035,A,Standard,553,8.81,30,88,0,198,Low,Rain,0,0,0
S001,B,Standard,595,10.59,80,49,1,432,Low,Clear,0,0,0
S040,A,Compact,875,15.26,60,90,1,1085,Medium,Cloudy,0,0,0
S064,B,Large,160,2.46,20,60,1,525,High,Rain,0,0,1
S022,B,Standard,982,16.75,50,74,1,628,Low,Cloudy,0,0,0
S060,C,Standard,913,15.4,30,22,0,1126,Low,Cloudy,0,0,0
S064,B,Standard,877,15.11,30,47,0,255,Medium,Rain,0,0,0
S093,A,EV,957,15.92,50,83,1,1035,Medium,Cloudy,1,0,0
S072,A,Compact,798,13.43,60,35,1,964,Low,Rain,1,0,0
S011,D,Large,593,10.3,30,85,0,794,Medium,Cloudy,0,0,0
S014,A,Large,258,4.67,10,92,1,962,Low,Cloudy,0,0,1
S060,D,EV,693,11.6,60,24,1,103,Low,Cloudy,1,0,1
S030,B,Large,667,10.83,100,14,1,1051,Medium,Clear,0,0,0
S035,A,Compact,82,1.14,10,11,0,393,Medium,Cloudy,0,0,0
S085,B,Standard,604,9.51,10,87,1,752,Low,Rain,0,1,0
S037,A,Standard,929,15.72,30,74,0,576,Medium,Cloudy,0,0,0
S005,A,Standard,156,2.66,100,86,0,461,Medium,Clear,0,0,0
S083,D,Standard,314,5.32,60,69,0,618,Medium,Clear,0,0,0
S078,B,EV,275,4.58,100,65,1,248,Medium,Clear,1,0,1
S026,A,Standard,536,8.59,30,87,0,824,Low,Clear,0,0,0
S062,C,Large,228,3.89,30,47,1,438,Medium,Clear,0,0,1
S004,B,Standard,271,4.7,60,66,1,523,High,Rain,0,0,0
S089,B,Standard,419,6.72,60,60,1,814,Low,Rain,0,0,0
S042,B,EV,686,11.42,60,50,1,641,Low,Clear,1,0,0
S089,D,Standard,837,13.76,80,88,1,1197,Medium,Cloudy,0,0,0
S018,C,Standard,216,3.54,60,79,1,1145,Medium,Cloudy,0,0,0
S040,B,Standard,712,11.53,20,92,1,1031,Medium,Clear,0,0,0
S072,A,Compact,602,9.95,60,61,1,1043,Medium,Rain,0,0,0
S039,A,Standard,349,6.3,50,10,0,217,Medium,Clear,0,1,0
S014,D,Compact,430,7.02,60,94,0,333,Medium,Rain,1,1,0
S032,A,Compact,84,1.2,30,27,1,1109,Low,Cloudy,1,0,1
S051,B,Compact,456,7.41,50,36,1,873,Low,Cloudy,1,0,1
S038,A,Compact,551,9.13,80,81,1,1189,High,Cloudy,0,0,0
S097,B,Standard,363,6.59,40,85,1,940,High,Clear,0,0,0
S023,A,Standard,865,14.84,10,51,1,183,Medium,Rain,0,0,0
S063,C,Large,792,13.16,20,15,1,171,Low,Cloudy,0,0,1
S015,D,Standard,776,12.74,50,99,0,882,Medium,Rain,0,0,0
S097,D,Standard,875,14.06,80,89,1,1071,Medium,Cloudy,0,0,0
S025,C,Standard,150,2.23,10,92,1,944,Medium,Clear,0,0,1
S017,C,Large,618,9.71,100,91,1,338,Medium,Cloudy,0,0,0
S097,D,Standard,264,4.62,20,33,1,1126,Low,Clear,0,0,1
S066,C,Standard,984,16.8,60,54,1,1124,Low,Cloudy,0,0,0
S078,B,Compact,717,11.84,100,93,1,888,Medium,Cloudy,0,0,0
S053,A,Compact,625,10.53,80,80,1,961,High,Cloudy,0,0,0
S051,D,Standard,111,1.52,10,16,1,89,High,Rain,0,0,1
S039,C,Standard,900,14.42,80,25,1,299,Medium,Clear,0,0,0
S051,B,Compact,418,6.98,30,67,1,267,Low,Clear,1,0,1
S070,D,EV,417,7.07,30,66,1,228,Low,Cloudy,1,0,1
S006,C,Compact,623,10.89,60,51,0,232,Low,Cloudy,0,0,0
S067,D,Standard,143,3.0,10,23,1,754,Medium,Clear,0,0,1
S007,C,Standard,518,8.55,60,65,1,546,Medium,Cloudy,1,1,0
S051,D,Large,902,15.31,60,21,1,646,Medium,Cloudy,0,0,0
S072,B,Large,75,1.34,20,24,1,510,High,Clear,0,0,1
S042,B,Standard,484,8.07,10,17,1,523,Medium,Clear,0,1,0
S064,A,Standard,170,2.82,40,67,1,734,Low,Clear,0,0,1
S015,D,Compact,99,1.61,60,62,1,1110,Low,Clear,1,0,1
S029,A,Standard,932,15.5,20,18,1,368,Low,Cloudy,0,0,0
S033,D,Standard,813,14.05,20,55,1,405,Medium,Clear,0,0,0
S094,C,Standard,85,1.48,10,100,1,666,Medium,Clear,0,0,1
S027,C,Standard,459,8.17,50,16,1,278,Medium,Cloudy,0,0,1
S036,A,Standard,338,5.36,80,53,1,778,High,Rain,0,0,0
S029,D,Compact,428,6.28,60,23,1,610,Low,Cloudy,0,0,1
S038,A,Standard,149,2.34,60,84,1,684,Medium,Clear,0,0,1
S057,B,Standard,373,5.97,10,15,0,508,Medium,Rain,1,0,0
S097,A,Standard,378,5.85,50,44,0,74,Low,Clear,0,0,0
S027,A,Standard,697,12.01,20,79,0,419,Low,Clear,0,0,0
S055,C,Standard,755,12.18,100,70,1,1061,Medium,Clear,0,0,0
S033,A,Standard,270,4.67,80,33,0,660,Low,Rain,0,0,0
S068,D,Compact,840,14.6,30,82,0,158,High,Cloudy,0,0,0
S086,C,Standard,887,14.44,60,11,0,769,Low,Rain,0,0,0
S066,A,Standard,616,10.2,30,87,1,1155,Low,Clear,0,0,0
S010,B,Standard,988,16.87,80,60,0,481,Low,Clear,0,0,0
S005,A,Standard,159,2.53,60,40,1,1081,Medium,Clear,0,0,1
S074,A,Large,198,3.4,80,36,0,685,Low,Clear,0,0,0
S097,A,Standard,455,7.78,10,40,1,1171,Medium,Rain,0,0,0
S038,C,EV,826,13.82,60,79,1,1174,Low,Clear,1,0,0
S013,D,Standard,723,11.92,50,52,1,416,Low,Clear,0,0,0
S031,B,Large,748,12.23,60,91,1,974,Low,Cloudy,0,0,0
S047,A,Standard,459,7.32,10,61,1,463,Low,Clear,0,0,1
S100,D,Compact,178,3.15,80,23,1,405,Medium,Clear,0,0,1
S088,D,Standard,533,8.69,40,68,1,60,Medium,Clear,0,0,1
S052,C,Standard,157,2.98,10,29,1,1195,Low,Cloudy,0,0,1
S056,B,Large,438,7.78,10,61,0,114,Low,Clear,0,0,0
S015,C,Large,474,7.55,100,84,1,174,High,Rain,0,0,0
S029,D,Standard,496,8.49,100,49,0,361,Medium,Cloudy,0,0,0
S008,D,Standard,967,16.73,10,77,1,824,High,Clear,0,0,0
S005,D,Standard,117,1.69,10,53,1,1051,Low,Clear,0,0,1
S029,C,Large,993,16.91,50,15,1,922,Low,Rain,0,0,0
S047,B,Standard,115,2.09,60,96,1,743,Medium,Cloudy,0,0,1
S068,A,Standard,705,12.04,50,66,1,1039,Low,Clear,0,0,0
S076,C,Compact,614,10.01,50,67,1,848,Medium,Clear,0,0,0
S045,D,Large,689,12.05,40,81,1,723,Low,Clear,1,0,0
S002,C,Compact,553,9.02,40,39,0,961,Low,Cloudy,0,0,0
S027,D,Large,553,9.41,60,61,1,455,Low,Clear,0,0,0
S095,A,Large,370,6.15,60,20,1,1045,Medium,Cloudy,0,0,0
S036,A,Standard,768,12.96,80,56,1,1090,Medium,Cloudy,0,0,0
S036,B,Standard,881,14.39,10,14,1,686,Low,Clear,0,0,0
S026,D,Large,777,12.58,50,12,0,939,Low,Clear,0,0,0
S043,B,Standard,629,10.57,40,24,0,538,Medium,Cloudy,0,1,0
S027,B,EV,496,8.16,30,11,1,288,Low,Cloudy,1,0,1
S069,A,Standard,623,10.26,10,11,1,229,Medium,Rain,0,0,1
S020,C,Standard,259,4.48,80,81,1,366,Medium,Cloudy,0,0,1
S011,C,EV,898,14.52,20,63,1,281,Low,Clear,1,1,0
S074,B,Compact,888,15.16,50,55,1,380,Low,Clear,0,0,0
S038,A,Standard,419,7.02,10,50,0,610,Medium,Clear,0,1,0
S006,D,Large,990,16.73,60,78,0,998,Low,Clear,0,0,0
S072,C,Compact,613,10.37,10,39,0,297,Low,Cloudy,0,0,0
S023,B,Standard,677,11.46,20,53,1,332,Low,Cloudy,0,1,0
S047,C,Standard,942,15.34,60,19,0,989,High,Clear,0,1,0
S090,C,Large,507,8.8,30,97,1,81,High,Cloudy,0,0,0
S046,D,Large,944,15.82,40,92,1,579,Medium,Clear,0,0,0
S012,A,Standard,626,10.29,40,39,0,430,Low,Clear,0,0,0
S090,D,Large,691,11.48,20,98,0,112,Medium,Clear,0,0,0
S013,A,Large,738,12.41,80,84,0,177,Low,Cloudy,0,0,0
S062,C,Standard,839,14.04,20,58,1,212,Low,Cloudy,0,0,0
S082,B,Compact,974,16.41,80,44,1,1007,Medium,Clear,0,0,0
S089,D,Standard,212,4.03,80,74,0,344,Medium,Cloudy,0,0,0
S097,A,Standard,381,6.04,100,26,1,228,Low,Clear,1,0,1
S060,C,Compact,713,12.11,40,40,1,278,High,Clear,0,0,0
S043,A,Large,399,6.62,30,79,1,932,Low,Cloudy,0,0,0
S076,A,Compact,797,13.63,100,86,1,443,Medium,Clear,0,0,0
S100,A,Standard,719,12.47,30,61,1,741,Medium,Clear,0,0,0
S068,C,Standard,517,8.68,10,35,1,121,Low,Clear,0,0,1
S005,B,Standard,475,8.1,20,14,1,367,Low,Clear,0,0,1
S037,B,Standard,376,6.63,100,23,1,644,Low,Cloudy,0,0,1
S072,B,Standard,155,2.88,20,60,1,428,High,Cloudy,0,0,1
S092,A,Compact,867,14.83,100,24,1,956,Medium,Rain,0,0,0
S031,C,Standard,304,4.98,20,21,1,185,Low,Clear,0,1,0
S009,A,Large,407,6.63,60,55,1,779,High,Rain,0,0,0
S051,B,Standard,493,7.88,40,73,1,1192,Medium,Clear,1,0,0
S029,B,Compact,162,2.64,100,81,0,955,Low,Rain,1,0,0
S078,C,Standard,79,1.29,40,68,0,579,Medium,Rain,0,0,0
S040,A,Standard,573,9.51,40,35,0,984,Medium,Clear,0,0,0
S041,D,Standard,738,12.45,30,38,1,715,Low,Clear,0,0,0
S086,D,Standard,899,15.14,100,13,1,572,Medium,Cloudy,0,1,0
S011,B,Large,95,1.56,40,59,0,436,Low,Clear,0,0,0
S023,C,Standard,220,3.77,100,34,0,623,Medium,Clear,0,0,0
S001,A,Compact,179,3.23,10,49,0,632,Low,Clear,0,1,0
S046,A,EV,806,13.19,60,41,0,622,Low,Cloudy,1,0,0
S021,B,Large,402,6.98,40,84,0,693,High,Clear,0,0,0
S090,B,Standard,252,4.02,100,46,1,622,Medium,Cloudy,0,0,0
S036,A,EV,275,5.02,60,19,0,919,Low,Clear,1,0,0
S054,A,Standard,129,2.2,60,47,0,596,Medium,Clear,0,0,0
S087,B,Standard,359,6.0,30,70,1,487,High,Clear,0,0,0
S057,A,Large,84,1.0,20,36,1,604,Low,Rain,1,0,1
S001,D,Compact,613,10.41,60,90,0,160,Medium,Cloudy,0,1,0
S063,B,Standard,210,3.53,10,16,0,576,Medium,Clear,0,0,0
S054,A,Standard,645,10.8,30,82,1,226,Medium,Cloudy,0,0,0
S055,B,Standard,889,14.79,50,18,1,723,Medium,Clear,0,0,0
S040,C,Standard,484,8.25,60,68,0,673,Medium,Cloudy,0,0,0
S015,B,Standard,587,10.03,100,45,0,993,High,Clear,1,0,0
S021,B,EV,274,4.71,80,39,0,522,High,Clear,1,0,0
S047,C,EV,495,8.65,60,28,1,1043,Low,Cloudy,1,0,0
S073,D,Large,366,5.88,20,50,1,928,High,Clear,0,0,0
S053,A,Standard,715,11.74,40,64,1,1171,Low,Cloudy,0,0,0
S009,C,Compact,854,14.36,100,96,1,219,Medium,Cloudy,1,0,0
S074,B,EV,463,7.92,100,93,1,1063,High,Cloudy,1,0,0
S052,A,Large,144,2.56,30,15,1,105,Medium,Rain,1,0,1
S057,C,Standard,274,4.18,50,97,1,374,Low,Cloudy,0,0,1
S026,A,Standard,828,13.44,30,31,0,707,High,Clear,0,0,0
S041,A,Standard,998,16.58,40,79,1,1006,Low,Rain,0,0,0
S035,C,Compact,602,9.5,30,33,1,309,Low,Rain,0,0,1
S063,A,Compact,694,11.64,100,71,1,690,Medium,Cloudy,0,1,0
S025,D,Large,115,1.89,50,51,1,611,Low,Rain,0,0,1
S090,C,Standard,446,7.16,30,31,1,389,High,Rain,0,0,1
S075,D,Standard,259,4.15,10,91,1,453,Low,Clear,0,0,1
S038,B,Standard,523,8.75,10,25,0,581,High,Clear,0,0,0
S002,A,Standard,714,11.45,40,22,1,844,High,Clear,0,1,0
S007,B,Standard,733,12.04,80,46,1,1083,Medium,Rain,0,0,0
S082,B,Compact,959,15.9,80,61,1,643,Medium,Clear,0,0,0
S091,A,Standard,886,14.68,50,33,0,666,Medium,Cloudy,1,0,0
S034,C,Compact,620,10.25,100,92,0,701,Low,Rain,0,0,0
S091,A,Standard,745,12.82,50,93,1,763,Low,Rain,0,0,0
S017,B,Standard,539,9.27,50,100,1,393,High,Cloudy,0,0,0
S043,B,Standard,229,3.62,50,26,1,95,Medium,Clear,0,0,1
S059,C,Large,883,14.41,50,25,1,953,High,Clear,0,0,0
S051,A,Standard,885,14.63,80,10,1,104,Medium,Rain,0,0,0
S054,B,Large,573,9.92,20,94,1,1151,Low,Rain,0,0,0
S024,D,Standard,508,7.83,30,100,0,905,Low,Cloudy,0,1,0
S025,B,Large,117,1.98,100,10,0,709,Low,Rain,0,0,0
S071,B,Large,988,16.37,60,39,1,160,High,Clear,0,0,0
S052,C,Standard,378,6.66,50,93,1,1088,Medium,Cloudy,0,0,0
S070,D,Compact,251,4.48,80,33,1,127,Medium,Clear,1,0,1
S088,B,Standard,524,8.29,60,55,1,550,Medium,Cloudy,0,0,0
S033,B,Large,567,9.81,10,11,0,637,Low,Clear,1,0,0
S049,D,Standard,64,1.0,80,24,1,467,Low,Clear,1,0,1
S029,A,Standard,91,1.7,60,38,1,324,Low,Rain,0,0,1
S063,A,Compact,592,10.08,80,71,1,1136,Low,Cloudy,0,0,0
S022,B,Large,742,12.87,60,22,0,1022,Low,Rain,1,0,0
S026,B,Standard,823,13.78,100,92,1,1040,Low,Cloudy,0,0,0
S028,A,Compact,338,5.43,80,74,1,1183,High,Clear,0,0,0
S085,C,Standard,974,15.93,30,54,1,243,Medium,Clear,0,0,0
S049,D,Standard,582,10.14,60,56,1,904,Low,Rain,0,0,0
S071,D,Compact,941,16.19,40,25,0,848,Medium,Cloudy,0,0,0
S081,C,Standard,743,12.25,80,12,0,350,Low,Rain,0,0,0
S084,C,Standard,745,12.42,100,79,0,1017,Medium,Clear,0,0,0
S049,C,Large,293,5.29,40,14,1,617,Low,Clear,0,1,0
S020,C,Standard,911,15.41,80,35,1,721,High,Rain,0,0,0
S086,C,Compact,710,11.78,50,24,1,198,Low,Clear,0,0,1
S092,C,Standard,817,13.39,20,82,0,818,High,Clear,0,0,0
S063,D,Standard,661,10.76,80,64,1,188,Medium,Clear,1,1,0
S061,C,Standard,616,10.55,100,31,1,910,Medium,Cloudy,0,0,0
S049,A,Compact,747,12.34,20,46,0,341,High,Clear,0,0,0
S071,C,Compact,881,14.56,30,94,1,384,Low,Cloudy,0,0,0
S001,C,Standard,647,10.97,20,38,0,748,Low,Rain,1,0,0
S096,D,Standard,223,3.74,60,35,0,356,Low,Clear,0,0,0
S013,D,EV,583,9.83,40,79,0,974,High,Clear,1,1,0
S094,C,Standard,558,9.2,50,20,1,1030,Low,Clear,0,0,0
S087,D,Large,293,4.77,10,29,1,947,Low,Clear,0,0,1
S051,B,Standard,109,1.6,60,93,0,976,Medium,Clear,0,0,0
S056,D,Compact,153,2.76,40,100,1,393,Medium,Cloudy,0,0,1
S083,D,Standard,700,11.69,40,79,1,706,Low,Clear,0,0,0
S062,D,Large,352,5.95,30,42,1,310,Medium,Clear,0,0,1
S032,D,Compact,720,11.69,60,39,0,218,Low,Cloudy,0,0,0
S030,A,Standard,793,13.43,80,59,1,709,Low,Rain,0,0,0
S029,A,Standard,126,2.19,100,43,1,249,Medium,Clear,0,0,1
S049,A,Compact,67,1.34,20,14,0,631,Medium,Cloudy,0,0,0
S045,C,Compact,583,9.82,10,89,1,615,High,Clear,0,0,0
S093,C,Standard,233,3.97,10,21,1,444,Medium,Clear,0,0,1
S030,B,Standard,706,11.22,80,85,0,400,Low,Cloudy,0,0,0
S016,A,Large,599,10.32,20,84,1,77,Medium,Cloudy,0,0,1
S040,C,Standard,330,5.1,100,61,0,681,High,Cloudy,0,0,0
S019,D,Compact,337,5.93,80,60,1,429,Low,Clear,0,1,0
S018,D,Standard,704,11.71,50,30,0,577,Medium,Rain,0,0,0
S001,A,Large,574,9.08,100,80,0,952,Medium,Clear,1,0,0
S078,B,EV,747,12.42,20,67,0,856,Low,Clear,1,0,0
S047,B,EV,523,8.27,50,73,1,276,Medium,Cloudy,1,0,0
S066,D,Standard,995,16.92,100,15,1,76,Medium,Clear,1,0,0
S092,B,Large,316,5.11,10,58,0,1190,Low,Clear,0,0,0
S094,A,Standard,830,13.52,60,81,0,138,Low,Clear,0,0,0
S038,D,Compact,658,11.16,30,46,1,668,High,Cloudy,0,0,0
S051,C,Standard,995,16.57,40,19,1,171,Low,Clear,0,1,0
S063,C,Standard,406,6.92,100,89,1,915,Medium,Cloudy,0,0,0
S004,B,EV,855,14.22,60,75,0,82,Medium,Rain,1,0,0
S001,D,Standard,50,1.18,10,65,1,652,Low,Rain,0,0,1
S008,D,Compact,856,14.15,10,92,1,745,High,Clear,0,0,0
S029,C,Large,76,1.0,10,80,1,937,Medium,Cloudy,0,0,1
S055,D,Large,597,9.62,100,75,1,574,Medium,Clear,0,1,0
S003,D,Standard,209,3.61,40,54,0,1097,Medium,Rain,1,0,0
S032,D,Standard,986,16.24,50,96,0,83,High,Rain,0,0,0
S010,B,Large,448,7.85,100,77,1,296,High,Clear,1,0,0
S074,D,Standard,592,9.52,30,73,1,1092,Low,Cloudy,0,0,0
S083,A,Standard,176,3.24,60,25,1,1103,Medium,Rain,0,0,1
S034,B,Standard,823,13.59,60,19,1,98,Low,Clear,0,0,1
S097,D,Standard,906,15.49,100,30,1,961,Low,Cloudy,1,1,0
S087,D,Large,997,16.77,30,21,1,229,Low,Cloudy,0,1,0
S055,A,Standard,259,4.37,30,22,1,787,Medium,Rain,1,0,1
S092,B,Compact,199,3.52,50,90,0,639,High,Clear,0,0,0
S032,C,Standard,80,1.7,60,91,0,545,Medium,Rain,0,0,0
S050,C,Standard,661,11.0,20,19,1,480,Medium,Cloudy,0,0,1
S007,B,Standard,890,14.27,20,22,0,1108,High,Clear,0,0,0
S093,D,Standard,351,6.21,100,43,0,413,High,Cloudy,0,0,0
S008,D,Standard,914,15.15,30,68,0,359,Medium,Clear,0,1,0
S065,C,Compact,780,13.77,10,58,0,1031,High,Clear,0,0,0
S057,C,Standard,814,13.39,100,15,0,276,Low,Cloudy,0,0,0
S067,C,Standard,732,12.09,10,21,1,59,Low,Rain,0,0,1
S088,A,Standard,306,5.32,40,38,1,97,Low,Rain,0,0,1
S087,C,Standard,989,16.71,20,86,1,253,Low,Clear,0,1,0
S059,A,EV,106,1.89,10,35,1,1038,Medium,Clear,1,1,0
S072,B,Standard,58,1.0,80,77,1,943,High,Rain,0,0,0
S054,D,Standard,54,1.0,30,88,0,206,Medium,Rain,0,0,0
S067,C,Standard,896,14.73,40,25,1,904,Medium,Rain,0,0,0
S051,D,EV,163,2.26,20,62,0,75,Low,Clear,1,0,0
S097,D,Standard,826,14.39,40,28,1,470,Medium,Cloudy,0,0,0
S092,C,Large,734,11.93,10,56,1,810,Low,Rain,0,0,0
S008,C,Standard,781,12.93,30,99,1,823,Medium,Clear,1,0,0
S034,B,EV,254,4.44,80,41,1,313,Medium,Clear,1,0,1
S035,A,Large,73,1.22,30,79,1,637,Medium,Rain,0,1,0
S096,A,Compact,542,8.86,30,79,1,1007,Medium,Clear,0,1,0
S088,D,Standard,731,12.14,10,70,0,519,High,Clear,0,1,0
S078,C,Standard,455,7.4,80,14,1,303,Low,Clear,0,0,1
S032,B,Standard,152,2.46,100,68,1,789,Medium,Clear,0,0,0
S046,B,Standard,109,1.93,80,11,0,167,High,Clear,0,0,0
S016,B,Standard,135,1.94,50,11,0,599,High,Clear,0,0,0
S068,B,Standard,816,13.92,60,12,1,960,Low,Clear,1,0,0
S037,B,Compact,726,12.12,60,79,0,919,Medium,Rain,1,0,0
S054,A,Standard,421,6.84,30,52,0,857,Low,Clear,0,1,0
S085,A,Standard,728,12.04,60,14,1,870,Low,Clear,0,1,0
S014,A,Standard,645,11.1,50,59,0,613,Medium,Clear,0,0,0
S095,C,EV,251,4.43,30,19,1,463,Medium,Cloudy,1,0,1
S055,D,Standard,651,10.92,50,36,1,929,Medium,Clear,0,0,0
S048,B,Large,138,2.12,20,33,1,1042,Low,Clear,1,0,1
S082,C,Standard,486,8.27,60,31,0,50,High,Clear,0,0,0
S007,B,Standard,169,2.82,80,98,1,216,Medium,Rain,0,0,1
S074,A,Standard,205,3.94,20,12,1,65,Medium,Cloudy,0,1,0
S007,C,Standard,448,7.46,30,25,0,706,Medium,Clear,0,1,0
S033,A,Large,749,12.99,80,39,0,161,High,Rain,0,0,0
S023,B,Compact,237,4.01,40,52,1,1175,High,Clear,0,0,0
S085,B,Standard,823,13.41,100,13,0,643,Medium,Clear,0,0,0
S019,D,EV,101,2.67,40,49,1,556,Medium,Cloudy,1,0,1
S019,B,Standard,701,11.25,10,25,0,720,Medium,Clear,0,0,0
S036,A,EV,580,9.07,20,81,0,1113,Low,Cloudy,1,0,0
S029,B,EV,529,8.19,20,97,0,808,Low,Clear,1,0,0
S060,D,Standard,636,11.42,40,25,1,546,Medium,Cloudy,0,0,0
S082,D,Standard,279,5.29,30,100,1,1014,Medium,Clear,1,0,0
S002,A,Standard,530,8.88,80,75,0,330,Low,Clear,0,0,0
S001,C,Compact,179,3.11,80,64,1,400,Medium,Cloudy,0,0,1
S047,B,Standard,104,1.81,80,29,1,383,Medium,Rain,0,0,1
S069,D,EV,320,4.8,10,60,1,810,Medium,Clear,1,0,1
S020,B,Compact,149,2.92,20,93,1,777,High,Cloudy,0,0,1
S011,B,Standard,118,2.37,100,93,1,872,Low,Cloudy,0,0,0
S002,C,Standard,960,15.63,10,92,1,63,Medium,Cloudy,0,0,0
S067,D,Compact,348,5.9,20,66,1,1129,Medium,Clear,1,0,0
S087,B,Standard,578,9.61,50,60,1,391,Low,Cloudy,0,0,1
S012,D,Large,403,6.65,80,27,0,248,Medium,Cloudy,1,0,0
S020,A,Standard,677,11.08,50,86,0,727,Medium,Clear,1,0,0
S005,A,Standard,201,3.32,10,90,1,707,Medium,Clear,0,0,1
S037,B,Standard,379,6.16,80,68,1,127,Medium,Clear,0,0,1
S038,D,Compact,165,3.07,80,37,1,161,High,Cloudy,0,0,1
S094,B,Standard,591,9.84,40,78,1,584,High,Cloudy,0,0,0
S009,D,Large,372,5.99,40,37,0,1189,High,Clear,0,0,0
S098,D,Standard,612,10.19,20,98,1,1041,High,Clear,0,0,0
S053,C,Large,621,10.31,100,93,0,839,Low,Cloudy,0,0,0
S044,C,Compact,278,4.58,100,94,0,1149,Medium,Cloudy,0,0,0
S099,C,Standard,820,13.87,60,22,1,579,High,Clear,0,0,0
S086,B,Large,409,6.73,50,15,0,149,Medium,Clear,0,1,0
S024,C,Standard,54,1.0,50,38,1,1022,Medium,Cloudy,0,0,1
S081,C,Standard,77,1.0,10,18,1,1064,Medium,Clear,0,0,1
S074,A,Standard,815,13.58,80,38,0,174,Low,Clear,0,1,0
S030,D,Large,413,7.26,60,47,1,1064,Medium,Cloudy,0,0,0
S059,D,EV,511,8.48,10,74,1,568,Medium,Cloudy,1,0,0
S087,C,Compact,280,4.52,40,65,0,72,Medium,Cloudy,0,0,0
S096,D,Standard,444,7.17,40,39,0,211,Medium,Clear,0,0,0
S081,A,Large,918,14.78,100,68,1,678,High,Rain,0,1,0
